Experiment Id	Sample Set Id	Sample Id	Migrated Data$EPIMS Hyb ID	Migrated Data$Chip Barcode	ASQuery_input	ASQuery_input_value	AScel_file_path	AScel_file_name
14872	176711	176695	NA	85618	chip_barcode	85618	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/85618_1_1.CEL	85618_1_1.CEL
14872	176711	176696	NA	85619	chip_barcode	85619	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/85619_1_1.CEL	85619_1_1.CEL
14872	177075	176890	NA	85623	chip_barcode	85623	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/85623_1_1.CEL	85623_1_1.CEL
14872	177075	176891	NA	85624	chip_barcode	85624	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/85624_1_1.CEL	85624_1_1.CEL
14872	177075	176892	NA	85625	chip_barcode	85625	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/85625_1_1.CEL	85625_1_1.CEL
14872	177076	176893	NA	NA	sample_id	176893	//uswa-pfsx-cf02b/OmicsRes_AWA	
14872	177076	176894	NA	85630	chip_barcode	85630	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/85630_1_1.CEL	85630_1_1.CEL
14872	177076	176895	NA	85631	chip_barcode	85631	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/85631_1_1.CEL	85631_1_1.CEL
14872	177077	176896	NA	85635	chip_barcode	85635	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/85635_1_1.CEL	85635_1_1.CEL
14872	177077	176897	NA	85636	chip_barcode	85636	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/85636_1_1.CEL	85636_1_1.CEL
14872	177077	176898	NA	85637	chip_barcode	85637	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/85637_1_1.CEL	85637_1_1.CEL
14870	176140	176117	NA	NA	sample_id	176117	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/14870/176117.CEL	176117.CEL
14870	176140	176118	NA	NA	sample_id	176118	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/14870/176118.CEL	176118.CEL
14870	176140	176119	NA	NA	sample_id	176119	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/14870/176119.CEL	176119.CEL
14870	176141	176120	NA	NA	sample_id	176120	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/14870/176120.CEL	176120.CEL
14870	176141	176121	NA	NA	sample_id	176121	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/14870/176121.CEL	176121.CEL
14870	176141	176122	NA	NA	sample_id	176122	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/14870/176122.CEL	176122.CEL
14870	176142	176123	NA	NA	sample_id	176123	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/14870/176123.CEL	176123.CEL
14870	176142	176124	NA	NA	sample_id	176124	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/14870/176124.CEL	176124.CEL
14870	176142	176125	NA	NA	sample_id	176125	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/14870/176125.CEL	176125.CEL
14870	176143	176126	NA	NA	sample_id	176126	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/14870/176126.CEL	176126.CEL
14870	176143	176127	NA	NA	sample_id	176127	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/14870/176127.CEL	176127.CEL
14870	176143	176128	NA	NA	sample_id	176128	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/14870/176128.CEL	176128.CEL
14860	168817	169072	NA	NA	sample_id	169072	//uswa-pfsx-cf02b/OmicsRes_AWA	
14860	168817	169073	NA	NA	sample_id	169073	//uswa-pfsx-cf02b/OmicsRes_AWA	
14860	168817	169074	NA	NA	sample_id	169074	//uswa-pfsx-cf02b/OmicsRes_AWA	
14860	168817	169075	NA	NA	sample_id	169075	//uswa-pfsx-cf02b/OmicsRes_AWA	
14860	168817	169076	NA	NA	sample_id	169076	//uswa-pfsx-cf02b/OmicsRes_AWA	
14860	168818	169077	NA	NA	sample_id	169077	//uswa-pfsx-cf02b/OmicsRes_AWA	
14860	168818	169078	NA	NA	sample_id	169078	//uswa-pfsx-cf02b/OmicsRes_AWA	
14860	168818	169079	NA	NA	sample_id	169079	//uswa-pfsx-cf02b/OmicsRes_AWA	
14860	168818	169080	NA	NA	sample_id	169080	//uswa-pfsx-cf02b/OmicsRes_AWA	
14860	168818	169081	NA	NA	sample_id	169081	//uswa-pfsx-cf02b/OmicsRes_AWA	
14858	168434	168411	NA	NA	sample_id	168411	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/14858/168411.CEL	168411.CEL
14858	168434	168412	NA	NA	sample_id	168412	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/14858/168412.CEL	168412.CEL
14858	168434	168413	NA	NA	sample_id	168413	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/14858/168413.CEL	168413.CEL
14858	168435	168414	NA	NA	sample_id	168414	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/14858/168414.CEL	168414.CEL
14858	168435	168415	NA	NA	sample_id	168415	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/14858/168415.CEL	168415.CEL
14858	168435	168416	NA	NA	sample_id	168416	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/14858/168416.CEL	168416.CEL
14858	168436	168417	NA	NA	sample_id	168417	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/14858/168417.CEL	168417.CEL
14858	168436	168418	NA	NA	sample_id	168418	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/14858/168418.CEL	168418.CEL
14858	168436	168419	NA	NA	sample_id	168419	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/14858/168419.CEL	168419.CEL
14858	168437	168420	NA	NA	sample_id	168420	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/14858/168420.CEL	168420.CEL
14858	168437	168421	NA	NA	sample_id	168421	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/14858/168421.CEL	168421.CEL
14858	168437	168422	NA	NA	sample_id	168422	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/14858/168422.CEL	168422.CEL
14856	167545	167514	NA	NA	sample_id	167514	//uswa-pfsx-cf02b/OmicsRes_AWA	
14856	167545	167515	NA	NA	sample_id	167515	//uswa-pfsx-cf02b/OmicsRes_AWA	
14856	167545	167516	NA	NA	sample_id	167516	//uswa-pfsx-cf02b/OmicsRes_AWA	
14856	167547	167520	NA	NA	sample_id	167520	//uswa-pfsx-cf02b/OmicsRes_AWA	
14856	167547	167521	NA	NA	sample_id	167521	//uswa-pfsx-cf02b/OmicsRes_AWA	
14856	167547	167522	NA	NA	sample_id	167522	//uswa-pfsx-cf02b/OmicsRes_AWA	
14856	167548	167523	NA	NA	sample_id	167523	//uswa-pfsx-cf02b/OmicsRes_AWA	
14856	167548	167524	NA	NA	sample_id	167524	//uswa-pfsx-cf02b/OmicsRes_AWA	
14856	167548	167525	NA	NA	sample_id	167525	//uswa-pfsx-cf02b/OmicsRes_AWA	
14856	167549	167526	NA	NA	sample_id	167526	//uswa-pfsx-cf02b/OmicsRes_AWA	
14856	167549	167527	NA	NA	sample_id	167527	//uswa-pfsx-cf02b/OmicsRes_AWA	
14856	167549	167528	NA	NA	sample_id	167528	//uswa-pfsx-cf02b/OmicsRes_AWA	
14856	167550	167529	NA	NA	sample_id	167529	//uswa-pfsx-cf02b/OmicsRes_AWA	
14856	167550	167530	NA	NA	sample_id	167530	//uswa-pfsx-cf02b/OmicsRes_AWA	
14856	167550	167531	NA	NA	sample_id	167531	//uswa-pfsx-cf02b/OmicsRes_AWA	
14856	167551	167532	NA	NA	sample_id	167532	//uswa-pfsx-cf02b/OmicsRes_AWA	
14856	167551	167533	NA	NA	sample_id	167533	//uswa-pfsx-cf02b/OmicsRes_AWA	
14856	167551	167534	NA	NA	sample_id	167534	//uswa-pfsx-cf02b/OmicsRes_AWA	
14856	167552	167535	NA	NA	sample_id	167535	//uswa-pfsx-cf02b/OmicsRes_AWA	
14856	167552	167536	NA	NA	sample_id	167536	//uswa-pfsx-cf02b/OmicsRes_AWA	
14856	167552	167537	NA	NA	sample_id	167537	//uswa-pfsx-cf02b/OmicsRes_AWA	
14855	167425	167407	NA	NA	sample_id	167407	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/14855/167407.CEL	167407.CEL
14855	167425	167408	NA	NA	sample_id	167408	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/14855/167408.CEL	167408.CEL
14855	167425	167409	NA	NA	sample_id	167409	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/14855/167409.CEL	167409.CEL
14855	167426	167410	NA	NA	sample_id	167410	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/14855/167410.CEL	167410.CEL
14855	167426	167411	NA	NA	sample_id	167411	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/14855/167411.CEL	167411.CEL
14855	167426	167412	NA	NA	sample_id	167412	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/14855/167412.CEL	167412.CEL
14855	167427	167413	NA	NA	sample_id	167413	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/14855/167413.CEL	167413.CEL
14855	167427	167414	NA	NA	sample_id	167414	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/14855/167414.CEL	167414.CEL
14855	167427	167415	NA	NA	sample_id	167415	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/14855/167415.CEL	167415.CEL
14855	167428	167416	NA	NA	sample_id	167416	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/14855/167416.CEL	167416.CEL
14855	167428	167417	NA	NA	sample_id	167417	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/14855/167417.CEL	167417.CEL
14855	167428	167418	NA	NA	sample_id	167418	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/14855/167418.CEL	167418.CEL
14623	166778	166755	NA	NA	sample_id	166755	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/14623/166755.CEL	166755.CEL
14623	166778	166756	NA	NA	sample_id	166756	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/14623/166756.CEL	166756.CEL
14623	166778	166757	NA	NA	sample_id	166757	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/14623/166757.CEL	166757.CEL
14623	166779	166758	NA	NA	sample_id	166758	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/14623/166758.CEL	166758.CEL
14623	166779	166759	NA	NA	sample_id	166759	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/14623/166759.CEL	166759.CEL
14623	166779	166760	NA	NA	sample_id	166760	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/14623/166760.CEL	166760.CEL
13031	149462	149444	NA	NA	sample_id	149444	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/13031/149444.CEL	149444.CEL
13031	149462	149445	NA	NA	sample_id	149445	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/13031/149445.CEL	149445.CEL
13031	149462	149446	NA	NA	sample_id	149446	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/13031/149446.CEL	149446.CEL
13031	149463	149447	NA	NA	sample_id	149447	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/13031/149447.CEL	149447.CEL
13031	149463	149448	NA	NA	sample_id	149448	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/13031/149448.CEL	149448.CEL
13031	149463	149449	NA	NA	sample_id	149449	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/13031/149449.CEL	149449.CEL
13031	149464	149450	NA	NA	sample_id	149450	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/13031/149450.CEL	149450.CEL
13031	149464	149451	NA	NA	sample_id	149451	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/13031/149451.CEL	149451.CEL
13031	149464	149452	NA	NA	sample_id	149452	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/13031/149452.CEL	149452.CEL
13031	149465	149453	NA	NA	sample_id	149453	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/13031/149453.CEL	149453.CEL
13031	149465	149454	NA	NA	sample_id	149454	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/13031/149454.CEL	149454.CEL
13031	149465	149455	NA	NA	sample_id	149455	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/13031/149455.CEL	149455.CEL
13027	148518	148567	NA	NA	sample_id	148567	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/13027/148567.CEL	148567.CEL
13027	148518	148568	NA	NA	sample_id	148568	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/13027/148568.CEL	148568.CEL
13027	148518	148569	NA	NA	sample_id	148569	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/13027/148569.CEL	148569.CEL
13027	148519	148570	NA	NA	sample_id	148570	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/13027/148570.CEL	148570.CEL
13027	148519	148571	NA	NA	sample_id	148571	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/13027/148571.CEL	148571.CEL
13027	148519	148572	NA	NA	sample_id	148572	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/13027/148572.CEL	148572.CEL
13027	148520	148573	NA	NA	sample_id	148573	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/13027/148573.CEL	148573.CEL
13027	148520	148574	NA	NA	sample_id	148574	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/13027/148574.CEL	148574.CEL
13027	148520	148575	NA	NA	sample_id	148575	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/13027/148575.CEL	148575.CEL
13027	148521	148576	NA	NA	sample_id	148576	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/13027/148576.CEL	148576.CEL
13027	148521	148577	NA	NA	sample_id	148577	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/13027/148577.CEL	148577.CEL
13027	148521	148578	NA	NA	sample_id	148578	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/13027/148578.CEL	148578.CEL
12776	146790	147117	NA	NA	sample_id	147117	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/12776/147117.CEL	147117.CEL
12776	146790	147118	NA	NA	sample_id	147118	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/12776/147118.CEL	147118.CEL
12776	146790	147119	NA	NA	sample_id	147119	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/12776/147119.CEL	147119.CEL
12776	146791	147120	NA	NA	sample_id	147120	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/12776/147120.CEL	147120.CEL
12776	146791	147121	NA	NA	sample_id	147121	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/12776/147121.CEL	147121.CEL
12776	146791	147122	NA	NA	sample_id	147122	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/12776/147122.CEL	147122.CEL
12776	147314	147129	NA	NA	sample_id	147129	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/12776/147129.CEL	147129.CEL
12776	147314	147130	NA	NA	sample_id	147130	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/12776/147130.CEL	147130.CEL
12776	147314	147131	NA	NA	sample_id	147131	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/12776/147131.CEL	147131.CEL
12520	140903	140857	NA	NA	sample_id	140857	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/12520/140857.CEL	140857.CEL
12520	140903	140858	NA	NA	sample_id	140858	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/12520/140858.CEL	140858.CEL
12520	140903	140859	NA	NA	sample_id	140859	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/12520/140859.CEL	140859.CEL
12520	140903	140861	NA	NA	sample_id	140861	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/12520/140861.CEL	140861.CEL
12520	140904	140862	NA	NA	sample_id	140862	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/12520/140862.CEL	140862.CEL
12520	140904	140864	NA	NA	sample_id	140864	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/12520/140864.CEL	140864.CEL
12520	140904	140866	NA	NA	sample_id	140866	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/12520/140866.CEL	140866.CEL
12520	140905	140868	NA	NA	sample_id	140868	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/12520/140868.CEL	140868.CEL
12520	140905	140870	NA	NA	sample_id	140870	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/12520/140870.CEL	140870.CEL
12520	140906	140872	NA	NA	sample_id	140872	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/12520/140872.CEL	140872.CEL
12520	140906	140874	NA	NA	sample_id	140874	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/12520/140874.CEL	140874.CEL
12520	140906	140876	NA	NA	sample_id	140876	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/12520/140876.CEL	140876.CEL
12519	139468	139445	NA	NA	sample_id	139445	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/12519/139445.CEL	139445.CEL
12519	139468	139446	NA	NA	sample_id	139446	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/12519/139446.CEL	139446.CEL
12519	139468	139447	NA	NA	sample_id	139447	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/12519/139447.CEL	139447.CEL
12519	139470	139451	NA	NA	sample_id	139451	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/12519/139451.CEL	139451.CEL
12519	139470	139452	NA	NA	sample_id	139452	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/12519/139452.CEL	139452.CEL
12519	139470	139453	NA	NA	sample_id	139453	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/12519/139453.CEL	139453.CEL
12519	139471	139454	NA	NA	sample_id	139454	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/12519/139454.CEL	139454.CEL
12519	139471	139455	NA	NA	sample_id	139455	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/12519/139455.CEL	139455.CEL
12519	139471	139456	NA	NA	sample_id	139456	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/12519/139456.CEL	139456.CEL
10265	40944	40876	NA	NA	sample_id	40876	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/10265/40876.CEL	40876.CEL
10265	40944	40877	NA	NA	sample_id	40877	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/10265/40877.CEL	40877.CEL
10265	40944	40878	NA	NA	sample_id	40878	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/10265/40878.CEL	40878.CEL
10265	40944	40879	NA	NA	sample_id	40879	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/10265/40879.CEL	40879.CEL
10265	40944	40880	NA	NA	sample_id	40880	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/10265/40880.CEL	40880.CEL
10265	40945	40881	NA	NA	sample_id	40881	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/10265/40881.CEL	40881.CEL
10265	40945	40882	NA	NA	sample_id	40882	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/10265/40882.CEL	40882.CEL
10265	40945	40883	NA	NA	sample_id	40883	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/10265/40883.CEL	40883.CEL
10265	40945	40884	NA	NA	sample_id	40884	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/10265/40884.CEL	40884.CEL
10265	40945	40885	NA	NA	sample_id	40885	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/10265/40885.CEL	40885.CEL
10261	38656	38633	NA	NA	sample_id	38633	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/10261/38633.CEL	38633.CEL
10261	38656	38634	NA	NA	sample_id	38634	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/10261/38634.CEL	38634.CEL
10261	38656	38635	NA	NA	sample_id	38635	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/10261/38635.CEL	38635.CEL
10261	38657	38636	NA	NA	sample_id	38636	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/10261/38636.CEL	38636.CEL
10261	38657	38637	NA	NA	sample_id	38637	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/10261/38637.CEL	38637.CEL
10261	38657	38638	NA	NA	sample_id	38638	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/10261/38638.CEL	38638.CEL
10261	38658	38639	NA	NA	sample_id	38639	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/10261/38639.CEL	38639.CEL
10261	38658	38640	NA	NA	sample_id	38640	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/10261/38640.CEL	38640.CEL
10261	38658	38641	NA	NA	sample_id	38641	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/10261/38641.CEL	38641.CEL
10261	38659	38642	NA	NA	sample_id	38642	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/10261/38642.CEL	38642.CEL
10261	38659	38643	NA	NA	sample_id	38643	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/10261/38643.CEL	38643.CEL
10261	38659	38644	NA	NA	sample_id	38644	//uswa-pfsx-cf02b/OmicsRes_AWA//CBSSData/10261/38644.CEL	38644.CEL
14936	199653	199544	NA	91022	chip_barcode	91022	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/91022_1_1.CEL	91022_1_1.CEL
14936	199653	199545	NA	91023	chip_barcode	91023	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/91023_1_1.CEL	91023_1_1.CEL
14936	199653	199546	NA	91024	chip_barcode	91024	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/91024_1_1.CEL	91024_1_1.CEL
14936	199653	199547	NA	91025	chip_barcode	91025	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/91025_1_1.CEL	91025_1_1.CEL
14936	199653	199548	NA	91026	chip_barcode	91026	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/91026_1_1.CEL	91026_1_1.CEL
14936	199654	199549	NA	91042	chip_barcode	91042	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/91042_1_1.CEL	91042_1_1.CEL
